new_sample_runid	new_complete_name	library_id	comment	unique_sample_id	old_complete_name	old_run_id	lab_project_id	batch_name	country	country_alpha2	country_alpha3	city	latitude_inferred	longtitude_inferred	batch_abbr	year	collection_date	collected_by	isolation_source	organism	ena_sample_acc	ena_experiment_acc	ena_run_acc	sequencing_platform	sequencing_type	instrument_model
80	DTU_2016_80_2_MG_FIN-25_1	2		2016_pil_fin_01	DTU2016_MG_344_25_FIN-25_1	344	1058	GS pilot 2016	Finland	FI	FIN	Helsinki	60,17	24,94	pil	16	2016-01-26	Global sewage consortium	wastewater	wastewater metagenome	ERS2520939	ERX2624105	ERR2607449	Illumina	paired	Illumina HiSeq 3000
81	DTU_2016_81_3_MG_FIN-25_2	3		2016_pil_fin_01	DTU2016_MG_344_25_FIN-25_2	344	1058	GS pilot 2016	Finland	FI	FIN	Helsinki	60,17	24,94	pil	16	2016-01-26	Global sewage consortium	wastewater	wastewater metagenome	ERS2520940	ERX2624106	ERR2607450	Illumina	paired	Illumina HiSeq 3000
82	DTU_2016_82_1_MG_GEO-59	1		2016_pil_geo_01	DTU2016_MG_375_59_GEO-59	375	1058	GS pilot 2016	Georgia	GE	GEO	Tbilisi	41,69	44,80	pil	16	2016-01-25	Global sewage consortium	wastewater	wastewater metagenome	ERS2520945	ERX2624111	ERR2607455	Illumina	paired	Illumina HiSeq 3000
83	DTU_2016_83_2_MG_GEO-59_1	2		2016_pil_geo_01	DTU2016_MG_375_59_GEO-59_1	375	1058	GS pilot 2016	Georgia	GE	GEO	Tbilisi	41,69	44,80	pil	16	2016-01-25	Global sewage consortium	wastewater	wastewater metagenome	ERS2520942	ERX2624108	ERR2607452	Illumina	paired	Illumina HiSeq 3000
84	DTU_2016_84_3_MG_GEO-59_2	3		2016_pil_geo_01	DTU2016_MG_375_59_GEO-59_2	375	1058	GS pilot 2016	Georgia	GE	GEO	Tbilisi	41,69	44,80	pil	16	2016-01-25	Global sewage consortium	wastewater	wastewater metagenome	ERS2520943	ERX2624109	ERR2607453	Illumina	paired	Illumina HiSeq 3000
85	DTU_2016_85_4_MG_GEO-59_3	4		2016_pil_geo_01	DTU2016_MG_375_59_GEO-59_3	375	1058	GS pilot 2016	Georgia	GE	GEO	Tbilisi	41,69	44,80	pil	16	2016-01-25	Global sewage consortium	wastewater	wastewater metagenome	ERS2520944	ERX2624110	ERR2607454	Illumina	paired	Illumina HiSeq 3000
86	DTU_2016_86_1_MG_GHA-4	1		2016_pil_gha_01	DTU2016_MG_321_4_GHA-4	321	1058	GS pilot 2016	Ghana	GH	GHA	Tamale	9,41	-0,84	pil	16	2016-01-30	Global sewage consortium	wastewater	wastewater metagenome	ERS2520946	ERX2624112	ERR2607456	Illumina	paired	Illumina HiSeq 3000
87	DTU_2016_87_1_MG_GMB-10	1		2016_pil_gmb_01	DTU2016_MG_321_4_GMB-10	321	1058	GS pilot 2016	Gambia	GM	GMB	Banjul	13,44	-16,56	pil	16	2016-01-28	Global sewage consortium	wastewater	wastewater metagenome	ERS2520947	ERX2624113	ERR2607457	Illumina	paired	Illumina HiSeq 3000
88	DTU_2016_88_1_MG_HRV-68	1		2016_pil_hrv_01	DTU2016_MG_384_68_HRV-68	384	1058	GS pilot 2016	Croatia	HR	HRV	Zagreb	45,81	15,98	pil	16	2016-01-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520952	ERX2624118	ERR2607462	Illumina	paired	Illumina HiSeq 3000
89	DTU_2016_89_2_MG_HRV-68_1	2		2016_pil_hrv_01	DTU2016_MG_384_68_HRV-68_1	384	1058	GS pilot 2016	Croatia	HR	HRV	Zagreb	45,81	15,98	pil	16	2016-01-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520948	ERX2624114	ERR2607458	Illumina	paired	Illumina HiSeq 3000
90	DTU_2016_90_3_MG_HRV-68_2	3		2016_pil_hrv_01	DTU2016_MG_384_68_HRV-68_2	384	1058	GS pilot 2016	Croatia	HR	HRV	Zagreb	45,81	15,98	pil	16	2016-01-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520949	ERX2624115	ERR2607459	Illumina	paired	Illumina HiSeq 3000
91	DTU_2016_91_4_MG_HRV-68_3	4		2016_pil_hrv_01	DTU2016_MG_384_68_HRV-68_3	384	1058	GS pilot 2016	Croatia	HR	HRV	Zagreb	45,81	15,98	pil	16	2016-01-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520950	ERX2624116	ERR2607460	Illumina	paired	Illumina HiSeq 3000
92	DTU_2016_92_5_MG_HRV-68_4	5		2016_pil_hrv_01	DTU2016_MG_384_68_HRV-68_4	384	1058	GS pilot 2016	Croatia	HR	HRV	Zagreb	45,81	15,98	pil	16	2016-01-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520951	ERX2624117	ERR2607461	Illumina	paired	Illumina HiSeq 3000
93	DTU_2016_93_1_MG_HUN-61	1		2016_pil_hun_01	DTU2016_MG_377_61_HUN-61	377	1058	GS pilot 2016	Hungary	HU	HUN	Budapest	47,48	19,15	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520953	ERX2624119	ERR2607463	Illumina	paired	Illumina HiSeq 3000
94	DTU_2016_94_1_MG_IND-11	1		2016_pil_ind_01	DTU2016_MG_327_11_IND-11	327	1058	GS pilot 2016	India	IN	IND	Cochin	10,15	76,39	pil	16	2016-01-27	Global sewage consortium	wastewater	wastewater metagenome	ERS2520956	ERX2624122	ERR2607466	Illumina	paired	Illumina HiSeq 3000
96	DTU_2016_96_3_MG_IND-11_2	3		2016_pil_ind_01	DTU2016_MG_327_11_IND-11_2	327	1058	GS pilot 2016	India	IN	IND	Cochin	10,15	76,39	pil	16	2016-01-27	Global sewage consortium	wastewater	wastewater metagenome	ERS2520955	ERX2624121	ERR2607465	Illumina	paired	Illumina HiSeq 3000
97	DTU_2016_97_1_MG_IRL-69	1		2016_pil_irl_01	DTU2016_MG_385_69_IRL-69	385	1058	GS pilot 2016	Ireland	IE	IRL	Dublin	53,35	-6,26	pil	16	2016-10-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520959	ERX2624125	ERR2607469	Illumina	paired	Illumina HiSeq 3000
98	DTU_2016_98_2_MG_IRL-69_1	2		2016_pil_irl_01	DTU2016_MG_385_69_IRL-69_1	385	1058	GS pilot 2016	Ireland	IE	IRL	Dublin	53,35	-6,26	pil	16	2016-10-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520957	ERX2624123	ERR2607467	Illumina	paired	Illumina HiSeq 3000
99	DTU_2016_99_3_MG_IRL-69_2	3		2016_pil_irl_01	DTU2016_MG_385_69_IRL-69_2	385	1058	GS pilot 2016	Ireland	IE	IRL	Dublin	53,35	-6,26	pil	16	2016-10-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520958	ERX2624124	ERR2607468	Illumina	paired	Illumina HiSeq 3000
100	DTU_2016_100_1_MG_IRN-12	1		2016_pil_irn_01	DTU2016_MG_328_12_IRN-12	328	1058	GS pilot 2016	Iran	IR	IRN	Tehran	35,70	51,40	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520962	ERX2624128	ERR2607472	Illumina	paired	Illumina HiSeq 3000
101	DTU_2016_101_2_MG_IRN-12_1	2		2016_pil_irn_01	DTU2016_MG_328_12_IRN-12_1	328	1058	GS pilot 2016	Iran	IR	IRN	Tehran	35,70	51,40	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520960	ERX2624126	ERR2607470	Illumina	paired	Illumina HiSeq 3000
102	DTU_2016_102_3_MG_IRN-12_2	3		2016_pil_irn_01	DTU2016_MG_328_12_IRN-12_2	328	1058	GS pilot 2016	Iran	IR	IRN	Tehran	35,70	51,40	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520961	ERX2624127	ERR2607471	Illumina	paired	Illumina HiSeq 3000
103	DTU_2016_103_1_MG_ISL-28	1		2016_pil_isl_01	DTU2016_MG_346_28_ISL-28	346	1058	GS pilot 2016	Iceland	IS	ISL	Reykjavik	64,15	-21,94	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520965	ERX2624131	ERR2607475	Illumina	paired	Illumina HiSeq 3000
104	DTU_2016_104_2_MG_ISL-28_1	2		2016_pil_isl_01	DTU2016_MG_346_28_ISL-28_1	346	1058	GS pilot 2016	Iceland	IS	ISL	Reykjavik	64,15	-21,94	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520963	ERX2624129	ERR2607473	Illumina	paired	Illumina HiSeq 3000
105	DTU_2016_105_3_MG_ISL-28_2	3		2016_pil_isl_01	DTU2016_MG_346_28_ISL-28_2	346	1058	GS pilot 2016	Iceland	IS	ISL	Reykjavik	64,15	-21,94	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520964	ERX2624130	ERR2607474	Illumina	paired	Illumina HiSeq 3000
106	DTU_2016_106_1_MG_ISR-29	1		2016_pil_isr_01	DTU2016_MG_347_29_ISR-29	347	1058	GS pilot 2016	Israel	IL	ISR	Jerusalem	31,78	35,23	pil	16	2016-01-31	Global sewage consortium	wastewater	wastewater metagenome	ERS2520968	ERX2624134	ERR2607478	Illumina	paired	Illumina HiSeq 3000
107	DTU_2016_107_2_MG_ISR-29_1	2		2016_pil_isr_01	DTU2016_MG_347_29_ISR-29_1	347	1058	GS pilot 2016	Israel	IL	ISR	Jerusalem	31,78	35,23	pil	16	2016-01-31	Global sewage consortium	wastewater	wastewater metagenome	ERS2520966	ERX2624132	ERR2607476	Illumina	paired	Illumina HiSeq 3000
108	DTU_2016_108_3_MG_ISR-29_2	3		2016_pil_isr_01	DTU2016_MG_347_29_ISR-29_2	347	1058	GS pilot 2016	Israel	IL	ISR	Jerusalem	31,78	35,23	pil	16	2016-01-31	Global sewage consortium	wastewater	wastewater metagenome	ERS2520967	ERX2624133	ERR2607477	Illumina	paired	Illumina HiSeq 3000
109	DTU_2016_109_1_MG_ITA-30	1		2016_pil_ita_01	DTU2016_MG_348_30_ITA-30	348	1058	GS pilot 2016	Italy	IT	ITA	Rome	41,89	12,48	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520969	ERX2624135	ERR2607479	Illumina	paired	Illumina HiSeq 3000
110	DTU_2016_110_1_MG_KAZ-6	1		2016_pil_kaz_01	DTU2016_MG_322_6_KAZ-6	322	1058	GS pilot 2016	Kazakhstan	KZ	KAZ	Almaty	43,24	76,95	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520970	ERX2624136	ERR2607480	Illumina	paired	Illumina HiSeq 3000
111	DTU_2016_111_1_MG_KEN-72	1		2016_pil_ken_01	DTU2016_MG_390_72_KEN-72	390	1058	GS pilot 2016	Kenya	KE	KEN	Thika	-1,04	37,08	pil	16	2016-08-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520974	ERX2624140	ERR2607484	Illumina	paired	Illumina HiSeq 3000
112	DTU_2016_112_2_MG_KEN-72_1	2		2016_pil_ken_01	DTU2016_MG_390_72_KEN-72_1	390	1058	GS pilot 2016	Kenya	KE	KEN	Thika	-1,04	37,08	pil	16	2016-08-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520971	ERX2624137	ERR2607481	Illumina	paired	Illumina HiSeq 3000
113	DTU_2016_113_3_MG_KEN-72_2	3		2016_pil_ken_01	DTU2016_MG_390_72_KEN-72_2	390	1058	GS pilot 2016	Kenya	KE	KEN	Thika	-1,04	37,08	pil	16	2016-08-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520972	ERX2624138	ERR2607482	Illumina	paired	Illumina HiSeq 3000
114	DTU_2016_114_4_MG_KEN-72_3	4		2016_pil_ken_01	DTU2016_MG_390_72_KEN-72_3	390	1058	GS pilot 2016	Kenya	KE	KEN	Thika	-1,04	37,08	pil	16	2016-08-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520973	ERX2624139	ERR2607483	Illumina	paired	Illumina HiSeq 3000
115	DTU_2016_115_1_MG_KHM-21	1		2016_pil_khm_01	DTU2016_MG_337_21_KHM-21	337	1058	GS pilot 2016	Cambodia	KH	KHM	Phnom Penh	11,57	104,92	pil	16	2016-05-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520975	ERX2624141	ERR2607485	Illumina	paired	Illumina HiSeq 3000
116	DTU_2016_116_1_MG_LKA-40	1		2016_pil_lka_01	DTU2016_MG_358_40_LKA-40	358	1058	GS pilot 2016	Sri Lanka	LK	LKA	Colombo	6,93	79,85	pil	16	2016-02-28	Global sewage consortium	wastewater	wastewater metagenome	ERS2520976	ERX2624142	ERR2607486	Illumina	paired	Illumina HiSeq 3000
117	DTU_2016_117_1_MG_LUX-32	1		2016_pil_lux_01	DTU2016_MG_350_32_LUX-32	350	1058	GS pilot 2016	Luxembourg	LU	LUX	Belvaux	49,51	5,93	pil	16	2016-01-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520977	ERX2624143	ERR2607487	Illumina	paired	Illumina HiSeq 3000
118	DTU_2016_118_1_MG_LVA-31	1		2016_pil_lva_01	DTU2016_MG_349_31_LVA-31	349	1058	GS pilot 2016	Latvia	LV	LVA	Riga	56,95	24,11	pil	16	2016-01-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520981	ERX2624147	ERR2607491	Illumina	paired	Illumina HiSeq 3000
119	DTU_2016_119_2_MG_LVA-31_1	2		2016_pil_lva_01	DTU2016_MG_349_31_LVA-31_1	349	1058	GS pilot 2016	Latvia	LV	LVA	Riga	56,95	24,11	pil	16	2016-01-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520978	ERX2624144	ERR2607488	Illumina	paired	Illumina HiSeq 3000
120	DTU_2016_120_3_MG_LVA-31_2	3		2016_pil_lva_01	DTU2016_MG_349_31_LVA-31_2	349	1058	GS pilot 2016	Latvia	LV	LVA	Riga	56,95	24,11	pil	16	2016-01-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520979	ERX2624145	ERR2607489	Illumina	paired	Illumina HiSeq 3000
121	DTU_2016_121_4_MG_LVA-31_3	4		2016_pil_lva_01	DTU2016_MG_349_31_LVA-31_3	349	1058	GS pilot 2016	Latvia	LV	LVA	Riga	56,95	24,11	pil	16	2016-01-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520980	ERX2624146	ERR2607490	Illumina	paired	Illumina HiSeq 3000
122	DTU_2016_122_1_MG_MDA-65	1		2016_pil_mda_01	DTU2016_MG_381_65_MDA-65	381	1058	GS pilot 2016	Moldova	MD	MDA	Chisinau	47,02	28,83	pil	16	2016-02-04	Global sewage consortium	wastewater	wastewater metagenome	ERS2520984	ERX2624150	ERR2607494	Illumina	paired	Illumina HiSeq 3000
123	DTU_2016_123_2_MG_MDA-65_1	2		2016_pil_mda_01	DTU2016_MG_381_65_MDA-65_1	381	1058	GS pilot 2016	Moldova	MD	MDA	Chisinau	47,02	28,83	pil	16	2016-02-04	Global sewage consortium	wastewater	wastewater metagenome	ERS2520982	ERX2624148	ERR2607492	Illumina	paired	Illumina HiSeq 3000
124	DTU_2016_124_3_MG_MDA-65_2	3		2016_pil_mda_01	DTU2016_MG_381_65_MDA-65_2	381	1058	GS pilot 2016	Moldova	MD	MDA	Chisinau	47,02	28,83	pil	16	2016-02-04	Global sewage consortium	wastewater	wastewater metagenome	ERS2520983	ERX2624149	ERR2607493	Illumina	paired	Illumina HiSeq 3000
125	DTU_2016_125_1_MG_MKD-62	1		2016_pil_mkd_01	DTU2016_MG_378_62_MKD-62	378	1058	GS pilot 2016	Macedonia	MK	MKD	Skopje	42,00	21,43	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520988	ERX2624154	ERR2607498	Illumina	paired	Illumina HiSeq 3000
126	DTU_2016_126_2_MG_MKD-62_1	2		2016_pil_mkd_01	DTU2016_MG_378_62_MKD-62_1	378	1058	GS pilot 2016	Macedonia	MK	MKD	Skopje	42,00	21,43	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520985	ERX2624151	ERR2607495	Illumina	paired	Illumina HiSeq 3000
127	DTU_2016_127_3_MG_MKD-62_2	3		2016_pil_mkd_01	DTU2016_MG_378_62_MKD-62_2	378	1058	GS pilot 2016	Macedonia	MK	MKD	Skopje	42,00	21,43	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520986	ERX2624152	ERR2607496	Illumina	paired	Illumina HiSeq 3000
128	DTU_2016_128_4_MG_MKD-62_3	4		2016_pil_mkd_01	DTU2016_MG_378_62_MKD-62_3	378	1058	GS pilot 2016	Macedonia	MK	MKD	Skopje	42,00	21,43	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520987	ERX2624153	ERR2607497	Illumina	paired	Illumina HiSeq 3000
129	DTU_2016_129_1_MG_MLT-63	1		2016_pil_mlt_01	DTU2016_MG_379_63_MLT-63	379	1058	GS pilot 2016	Malta	MT	MLT	St. Venera	35,89	14,48	pil	16	2016-01-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520991	ERX2624157	ERR2607501	Illumina	paired	Illumina HiSeq 3000
130	DTU_2016_130_2_MG_MLT-63_1	2		2016_pil_mlt_01	DTU2016_MG_379_63_MLT-63_1	379	1058	GS pilot 2016	Malta	MT	MLT	St. Venera	35,89	14,48	pil	16	2016-01-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520989	ERX2624155	ERR2607499	Illumina	paired	Illumina HiSeq 3000
131	DTU_2016_131_3_MG_MLT-63_2	3		2016_pil_mlt_01	DTU2016_MG_379_63_MLT-63_2	379	1058	GS pilot 2016	Malta	MT	MLT	St. Venera	35,89	14,48	pil	16	2016-01-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520990	ERX2624156	ERR2607500	Illumina	paired	Illumina HiSeq 3000
132	DTU_2016_132_1_MG_MYS-54	1		2016_pil_mys_01	DTU2016_MG_373_54_MYS-54	373	1058	GS pilot 2016	Malaysia	MY	MYS	Kuala Lumpur	3,15	101,69	pil	16	2016-04-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520996	ERX2624162	ERR2607506	Illumina	paired	Illumina HiSeq 3000
133	DTU_2016_133_2_MG_MYS-54_1	2		2016_pil_mys_01	DTU2016_MG_373_54_MYS-54_1	373	1058	GS pilot 2016	Malaysia	MY	MYS	Kuala Lumpur	3,15	101,69	pil	16	2016-04-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520992	ERX2624158	ERR2607502	Illumina	paired	Illumina HiSeq 3000
134	DTU_2016_134_3_MG_MYS-54_2	3		2016_pil_mys_01	DTU2016_MG_373_54_MYS-54_2	373	1058	GS pilot 2016	Malaysia	MY	MYS	Kuala Lumpur	3,15	101,69	pil	16	2016-04-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520993	ERX2624159	ERR2607503	Illumina	paired	Illumina HiSeq 3000
135	DTU_2016_135_4_MG_MYS-54_3	4		2016_pil_mys_01	DTU2016_MG_373_54_MYS-54_3	373	1058	GS pilot 2016	Malaysia	MY	MYS	Kuala Lumpur	3,15	101,69	pil	16	2016-04-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520994	ERX2624160	ERR2607504	Illumina	paired	Illumina HiSeq 3000
136	DTU_2016_136_5_MG_MYS-54_4	5		2016_pil_mys_01	DTU2016_MG_373_54_MYS-54_4	373	1058	GS pilot 2016	Malaysia	MY	MYS	Kuala Lumpur	3,15	101,69	pil	16	2016-04-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520995	ERX2624161	ERR2607505	Illumina	paired	Illumina HiSeq 3000
137	DTU_2016_137_1_MG_NGA-50	1		2016_pil_nga_01	DTU2016_MG_369_50_NGA-50	369	1058	GS pilot 2016	Nigeria	NG	NGA	Lagos	6,46	3,39	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520999	ERX2624165	ERR2607509	Illumina	paired	Illumina HiSeq 3000
138	DTU_2016_138_2_MG_NGA-50_1	2		2016_pil_nga_01	DTU2016_MG_369_50_NGA-50_1	369	1058	GS pilot 2016	Nigeria	NG	NGA	Lagos	6,46	3,39	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520997	ERX2624163	ERR2607507	Illumina	paired	Illumina HiSeq 3000
139	DTU_2016_139_3_MG_NGA-50_2	3		2016_pil_nga_01	DTU2016_MG_369_50_NGA-50_2	369	1058	GS pilot 2016	Nigeria	NG	NGA	Lagos	6,46	3,39	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2520998	ERX2624164	ERR2607508	Illumina	paired	Illumina HiSeq 3000
140	DTU_2016_140_1_MG_NLD-43	1		2016_pil_nld_01	DTU2016_MG_363_43_NLD-43	363	1058	GS pilot 2016	Netherlands	NL	NLD	Bilthoven	52,15	5,21	pil	16	2016-01-27	Global sewage consortium	wastewater	wastewater metagenome	ERS2521004	ERX2624170	ERR2607514	Illumina	paired	Illumina HiSeq 3000
141	DTU_2016_141_2_MG_NLD-43_1	2		2016_pil_nld_01	DTU2016_MG_363_43_NLD-43_1	363	1058	GS pilot 2016	Netherlands	NL	NLD	Bilthoven	52,15	5,21	pil	16	2016-01-27	Global sewage consortium	wastewater	wastewater metagenome	ERS2521000	ERX2624166	ERR2607510	Illumina	paired	Illumina HiSeq 3000
142	DTU_2016_142_3_MG_NLD-43_2	3		2016_pil_nld_01	DTU2016_MG_363_43_NLD-43_2	363	1058	GS pilot 2016	Netherlands	NL	NLD	Bilthoven	52,15	5,21	pil	16	2016-01-27	Global sewage consortium	wastewater	wastewater metagenome	ERS2521001	ERX2624167	ERR2607511	Illumina	paired	Illumina HiSeq 3000
143	DTU_2016_143_4_MG_NLD-43_3	4		2016_pil_nld_01	DTU2016_MG_363_43_NLD-43_3	363	1058	GS pilot 2016	Netherlands	NL	NLD	Bilthoven	52,15	5,21	pil	16	2016-01-27	Global sewage consortium	wastewater	wastewater metagenome	ERS2521002	ERX2624168	ERR2607512	Illumina	paired	Illumina HiSeq 3000
144	DTU_2016_144_5_MG_NLD-43_4	5		2016_pil_nld_01	DTU2016_MG_363_43_NLD-43_4	363	1058	GS pilot 2016	Netherlands	NL	NLD	Bilthoven	52,15	5,21	pil	16	2016-01-27	Global sewage consortium	wastewater	wastewater metagenome	ERS2521003	ERX2624169	ERR2607513	Illumina	paired	Illumina HiSeq 3000
145	DTU_2016_145_1_MG_NOR-34	1		2016_pil_nor_01	DTU2016_MG_352_34_NOR-34	352	1058	GS pilot 2016	Norway	NO	NOR	Oslo	59,91	10,74	pil	16	2016-03-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2521007	ERX2624173	ERR2607517	Illumina	paired	Illumina HiSeq 3000
146	DTU_2016_146_2_MG_NOR-34_1	2		2016_pil_nor_01	DTU2016_MG_352_34_NOR-34_1	352	1058	GS pilot 2016	Norway	NO	NOR	Oslo	59,91	10,74	pil	16	2016-03-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2521005	ERX2624171	ERR2607515	Illumina	paired	Illumina HiSeq 3000
147	DTU_2016_147_3_MG_NOR-34_2	3		2016_pil_nor_01	DTU2016_MG_352_34_NOR-34_2	352	1058	GS pilot 2016	Norway	NO	NOR	Oslo	59,91	10,74	pil	16	2016-03-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2521006	ERX2624172	ERR2607516	Illumina	paired	Illumina HiSeq 3000
148	DTU_2016_148_1_MG_NPL-33	1		2016_pil_npl_01	DTU2016_MG_351_33_NPL-33	351	1058	GS pilot 2016	Nepal	NP	NPL	Kathmandu	27,71	85,32	pil	16	2016-01-30	Global sewage consortium	wastewater	wastewater metagenome	ERS2521008	ERX2624174	ERR2607518	Illumina	paired	Illumina HiSeq 3000
149	DTU_2016_149_1_MG_NZL-56	1		2016_pil_nzl_01	DTU2016_MG_374_56_NZL-56	374	1058	GS pilot 2016	New Zealand	NZ	NZL	Dunedin	-45,87	170,50	pil	16	2016-01-27	Global sewage consortium	wastewater	wastewater metagenome	ERS2521009	ERX2624175	ERR2607519	Illumina	paired	Illumina HiSeq 3000
150	DTU_2016_150_1_MG_PAK-7	1		2016_pil_pak_01	DTU2016_MG_323_7_PAK-7	323	1058	GS pilot 2016	Pakistan	PK	PAK	Karachi	25,14	67,18	pil	16	2016-01-27	Global sewage consortium	wastewater	wastewater metagenome	ERS2521010	ERX2624176	ERR2607520	Illumina	paired	Illumina HiSeq 3000
151	DTU_2016_151_1_MG_PER-35	1		2016_pil_per_01	DTU2016_MG_353_35_PER-35	353	1058	GS pilot 2016	Peru	PE	PER	Lima	-12,06	-77,04	pil	16	2016-04-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2521011	ERX2624177	ERR2607521	Illumina	paired	Illumina HiSeq 3000
152	DTU_2016_152_1_MG_POL-36	1		2016_pil_pol_01	DTU2016_MG_354_36_POL-36	354	1058	GS pilot 2016	Poland	PL	POL	Pulawy	51,42	21,97	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2521014	ERX2624180	ERR2607524	Illumina	paired	Illumina HiSeq 3000
153	DTU_2016_153_2_MG_POL-36_1	2		2016_pil_pol_01	DTU2016_MG_354_36_POL-36_1	354	1058	GS pilot 2016	Poland	PL	POL	Pulawy	51,42	21,97	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2521012	ERX2624178	ERR2607522	Illumina	paired	Illumina HiSeq 3000
154	DTU_2016_154_3_MG_POL-36_2	3		2016_pil_pol_01	DTU2016_MG_354_36_POL-36_2	354	1058	GS pilot 2016	Poland	PL	POL	Pulawy	51,42	21,97	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2521013	ERX2624179	ERR2607523	Illumina	paired	Illumina HiSeq 3000
155	DTU_2016_155_1_MG_SEN-8	1		2016_pil_sen_01	DTU2016_MG_324_8_SEN-8	324	1058	GS pilot 2016	Senegal	SN	SEN	Dakar	14,69	-17,45	pil	16	2016-02-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2521015	ERX2624181	ERR2607525	Illumina	paired	Illumina HiSeq 3000
156	DTU_2016_156_1_MG_SGP-52	1		2016_pil_sgp_01	DTU2016_MG_370_52_SGP-52	370	1058	GS pilot 2016	Singapore	SG	SGP	Singapore	1,36	103,82	pil	16	2016-03-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2521018	ERX2624184	ERR2607528	Illumina	paired	Illumina HiSeq 3000
157	DTU_2016_157_2_MG_SGP-52_1	2		2016_pil_sgp_01	DTU2016_MG_370_52_SGP-52_1	370	1058	GS pilot 2016	Singapore	SG	SGP	Singapore	1,36	103,82	pil	16	2016-03-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2521016	ERX2624182	ERR2607526	Illumina	paired	Illumina HiSeq 3000
158	DTU_2016_158_3_MG_SGP-52_2	3		2016_pil_sgp_01	DTU2016_MG_370_52_SGP-52_2	370	1058	GS pilot 2016	Singapore	SG	SGP	Singapore	1,36	103,82	pil	16	2016-03-02	Global sewage consortium	wastewater	wastewater metagenome	ERS2521017	ERX2624183	ERR2607527	Illumina	paired	Illumina HiSeq 3000
159	DTU_2016_159_1_MG_SRB-37	1		2016_pil_srb_01	DTU2016_MG_355_37_SRB-37	355	1058	GS pilot 2016	Serbia	RS	SRB	Belgrade	44,82	20,46	pil	16	2016-01-27	Global sewage consortium	wastewater	wastewater metagenome	ERS2521021	ERX2624187	ERR2607531	Illumina	paired	Illumina HiSeq 3000
